# milliseconds,radio_intensity
60038.42,-0.02
60042.88,0.11
60047.34,-0.05
60051.79,-0.36
60056.25,0.06
60060.71,-0.05
60065.17,-0.12
60069.63,-0.01
60074.09,0.12
60078.54,0.12
60083.00,-0.09
60087.46,-0.05
60091.92,0.14
60096.38,-0.18
60100.84,-0.06
60105.30,-0.02
60109.75,-0.38
60114.21,0.12
60118.67,0.06
60123.13,-0.12
60127.59,0.51
60132.05,0.60
60136.51,0.00
60140.96,-0.44
60145.42,-0.38
60149.88,-0.29
60154.34,0.00
60158.80,-0.27
60163.26,-0.66
60167.72,-0.46
60172.17,0.14
60176.63,0.54
60181.09,0.50
60185.55,1.04
60190.01,-0.15
60194.47,-0.34
60198.92,-0.33
60203.38,-0.04
60207.84,-0.23
60212.30,-0.06
60216.76,-0.27
60221.22,-0.10
60225.68,0.17
60230.13,0.24
60234.59,0.00
60239.05,-0.44
60243.51,-0.78
60247.97,-0.79
60252.43,-1.35
60256.89,-1.58
60261.34,-1.91
60265.80,-1.51
60270.26,-1.27
60274.72,-0.76
60279.18,-0.43
60283.64,0.02
60288.10,-0.09
60292.55,0.15
60297.01,-0.05
60301.47,-0.18
60305.93,-0.04
60310.39,0.27
60314.85,0.25
60319.30,-0.05
60323.76,-0.33
60328.22,-0.08
60332.68,-0.28
60337.14,-0.40
60341.60,-0.40
60346.06,-0.39
60350.51,-0.08
60354.97,-0.11
60359.43,-0.05
60363.89,-0.35
60368.35,-0.25
60372.81,-0.59
60377.27,-0.16
60381.72,-0.72
60386.18,-0.45
60390.64,-0.30
60395.10,-0.69
60399.56,-0.48
60404.02,-0.43
60408.48,-0.48
60412.93,-0.50
60417.39,-0.69
60421.85,-0.90
60426.31,-0.62
60430.77,-1.09
60435.23,-0.91
60439.68,-0.88
60444.14,-0.91
60448.60,-0.45
60453.06,-0.50
60457.52,-0.45
60461.98,-0.48
60466.44,-0.59
60470.89,-0.17
60475.35,0.14
60479.81,0.95
60484.27,1.41
60488.73,1.83
60493.19,2.04
60497.65,2.16
60502.10,2.47
60506.56,2.61
60511.02,2.56
60515.48,2.92
60519.94,2.93
60524.40,3.09
60528.86,3.31
60533.31,3.32
60537.77,3.33
60542.23,3.27
60546.69,3.27
60551.15,3.67
60555.61,3.54
60560.07,3.16
60564.52,3.29
60568.98,3.63
60573.44,3.47
60577.90,3.71
60582.36,4.78
60586.82,5.75
60591.27,6.99
60595.73,6.94
60600.19,7.72
60604.65,7.83
60609.11,8.87
60613.57,10.15
60618.03,10.67
60622.48,11.82
60626.94,12.90
60631.40,14.06
60635.86,15.02
60640.32,16.11
60644.78,16.74
60649.24,17.43
60653.69,18.58
60658.15,19.59
60662.61,20.88
60667.07,21.88
60671.53,22.88
60675.99,23.46
60680.45,23.95
60684.90,24.17
60689.36,24.41
60693.82,24.32
60698.28,24.95
60702.74,25.13
60707.20,25.17
60711.65,25.11
60716.11,25.85
60720.57,25.66
60725.03,25.91
60729.49,26.28
60733.95,25.99
60738.41,26.38
60742.86,26.18
60747.32,26.17
60751.78,26.33
60756.24,25.74
60760.70,25.20
60765.16,24.34
60769.62,23.75
60774.07,23.25
60778.53,22.43
60782.99,21.74
60787.45,21.34
60791.91,20.75
60796.37,19.99
60800.83,19.16
60805.28,18.50
60809.74,17.87
60814.20,17.55
60818.66,16.83
60823.12,16.18
60827.58,15.36
60832.03,14.87
60836.49,14.78
60840.95,14.25
60845.41,13.47
60849.87,13.18
60854.33,12.97
60858.79,12.42
60863.24,11.84
60867.70,11.97
60872.16,12.36
60876.62,11.90
60881.08,12.11
60885.54,12.38
60890.00,12.52
60894.45,12.56
60898.91,12.12
60903.37,12.23
60907.83,11.83
60912.29,11.91
60916.75,11.49
60921.21,11.42
60925.66,11.64
60930.12,11.58
60934.58,11.01
60939.04,10.86
60943.50,10.97
60947.96,10.87
60952.41,10.59
60956.87,10.76
60961.33,10.58
60965.79,10.68
60970.25,11.01
60974.71,10.62
60979.17,10.68
60983.62,10.26
60988.08,10.43
60992.54,9.84
60997.00,9.91
61001.46,9.49
61005.92,9.29
61010.38,9.11
61014.83,9.00
61019.29,8.77
61023.75,8.16
61028.21,8.19
61032.67,7.63
61037.13,7.50
61041.59,7.39
61046.04,7.05
61050.50,6.56
61054.96,6.34
61059.42,6.11
61063.88,6.05
61068.34,5.44
61072.79,5.67
61077.25,5.35
61081.71,5.02
61086.17,4.49
61090.63,4.17
61095.09,3.95
61099.55,3.77
61104.00,4.07
61108.46,3.75
61112.92,3.56
61117.38,3.66
61121.84,3.71
61126.30,3.41
61130.76,3.44
61135.21,3.19
61139.67,3.22
61144.13,2.97
61148.59,2.83
61153.05,3.07
61157.51,2.67
61161.97,2.65
61166.42,2.11
61170.88,2.32
61175.34,2.16
61179.80,1.75
61184.26,1.71
61188.72,1.36
61193.17,0.91
61197.63,1.14
61202.09,0.61
61206.55,0.39
61211.01,0.20
61215.47,0.16
61219.93,0.00
61224.38,0.30
61228.84,0.65
61233.30,0.84
61237.76,0.64
61242.22,0.48
61246.68,0.82
61251.14,0.53
61255.59,1.02
61260.05,1.02
61264.51,0.97
61268.97,0.66
61273.43,0.69
61277.89,0.32
61282.35,-0.02
61286.80,0.01
61291.26,-0.53
61295.72,-1.04
61300.18,-0.79
61304.64,-0.97
61309.10,-0.85
61313.55,-0.71
61318.01,-0.45
61322.47,-0.78
61326.93,-0.82
61331.39,-1.12
61335.85,-1.39
61340.31,-1.07
61344.76,-0.63
61349.22,-0.90
61353.68,-0.37
61358.14,-0.71
61362.60,-0.23
61367.06,0.00
61371.52,-0.29
61375.97,0.40
61380.43,0.01
61384.89,0.18
61389.35,-0.15
61393.81,0.05
61398.27,0.00
61402.73,0.13
61407.18,-0.30
61411.64,-0.86
61416.10,-0.50
61420.56,-0.17
61425.02,0.01
61429.48,0.22
61433.93,0.66
61438.39,0.57
61442.85,0.47
61447.31,0.07
61451.77,0.57
61456.23,0.22
61460.69,0.11
61465.14,0.23
61469.60,0.00
61474.06,0.05
61478.52,0.36
61482.98,-0.07
61487.44,-0.04
61491.90,-0.12
61496.35,-0.07
61500.81,0.02
61505.27,0.13
61509.73,-0.10
61514.19,-0.02
61518.65,-0.40
61523.11,-0.98
61527.56,-1.23
61532.02,-1.27
61536.48,-1.12
61540.94,-0.47
61545.40,-0.14
61549.86,-0.45
61554.31,-0.13
61558.77,0.29
61563.23,0.00
61567.69,0.14
61572.15,0.24
61576.61,0.12
61581.07,-0.35
61585.52,-0.04
61589.98,-0.36
61594.44,-0.43
61598.90,0.05
61603.36,-0.27
61607.82,-0.38
61612.28,-0.08
61616.73,-0.38
61621.19,-0.54
61625.65,-0.68
61630.11,-0.78
61634.57,-0.44
61639.03,-0.68
61643.49,-0.83
61647.94,-1.03
61652.40,-0.36
61656.86,-0.02
61661.32,0.72
61665.78,0.78
61670.24,0.90
61674.69,0.58
61679.15,0.26
61683.61,-0.09
61688.07,-0.29
61692.53,-0.04
61696.99,-0.11
61701.45,0.00
61705.90,-0.14
61710.36,-0.07
61714.82,-0.17
61719.28,-0.52
61723.74,-0.15
61728.20,-0.51
61732.66,0.02
61737.11,-0.47
61741.57,-0.32
61746.03,0.02
61750.49,-0.01
61754.95,-0.42
61759.41,-0.46
61763.87,-0.51
61768.32,-0.13
61772.78,-0.36
61777.24,-0.15
61781.70,-0.51
61786.16,-0.68
61790.62,-0.45
61795.07,-0.71
61799.53,-1.21
61803.99,-0.88
61808.45,-0.66
61812.91,-0.66
61817.37,-0.36
61821.83,0.08
61826.28,0.05
61830.74,0.66
61835.20,0.62
61839.66,1.05
61844.12,1.33
61848.58,1.65
61853.04,1.66
61857.49,1.80
61861.95,2.28
61866.41,2.17
61870.87,2.37
61875.33,2.47
61879.79,2.57
61884.25,2.92
61888.70,2.97
61893.16,2.40
61897.62,2.42
61902.08,2.53
61906.54,3.40
61911.00,4.54
61915.45,4.92
61919.91,5.83
61924.37,5.57
61928.83,5.63
61933.29,5.38
61937.75,5.52
61942.21,5.10
61946.66,5.16
61951.12,5.30
61955.58,5.02
61960.04,5.13
61964.50,4.90
61968.96,5.20
61973.42,5.84
61977.87,6.04
61982.33,6.90
61986.79,7.31
61991.25,7.93
61995.71,8.25
62000.17,8.97
62004.63,9.08
62009.08,10.23
62013.54,10.94
62018.00,12.00
62022.46,12.95
62026.92,14.09
62031.38,13.59
62035.83,13.77
62040.29,14.01
62044.75,13.57
62049.21,13.70
62053.67,13.74
62058.13,13.52
62062.59,13.41
62067.04,13.62
62071.50,13.66
62075.96,13.61
62080.42,13.52
62084.88,13.47
62089.34,13.25
62093.80,13.26
62098.25,13.23
62102.71,13.89
62107.17,14.52
62111.63,15.20
62116.09,15.87
62120.55,16.28
62125.01,17.39
62129.46,18.37
62133.92,18.93
62138.38,19.05
62142.84,19.56
62147.30,19.53
62151.76,19.87
62156.21,19.35
62160.67,19.21
62165.13,19.14
62169.59,19.20
62174.05,18.34
62178.51,17.50
62182.97,17.14
62187.42,16.21
62191.88,16.00
62196.34,15.80
62200.80,16.05
62205.26,16.06
62209.72,16.37
62214.18,17.09
62218.63,17.48
62223.09,18.31
62227.55,19.30
62232.01,20.30
62236.47,20.71
62240.93,21.98
62245.39,21.98
62249.84,22.30
62254.30,22.20
62258.76,22.95
62263.22,23.01
62267.68,24.51
62272.14,26.14
62276.59,26.91
62281.05,28.17
62285.51,28.14
62289.97,28.10
62294.43,28.18
62298.89,26.66
62303.35,24.66
62307.80,23.23
62312.26,21.79
62316.72,20.99
62321.18,20.78
62325.64,19.66
62330.10,19.22
62334.56,18.67
62339.01,17.89
62343.47,17.16
62347.93,16.24
62352.39,15.54
62356.85,14.84
62361.31,13.57
62365.77,13.29
62370.22,12.06
62374.68,11.68
62379.14,10.87
62383.60,9.40
62388.06,8.82
62392.52,7.62
62396.97,6.66
62401.43,5.47
62405.89,4.18
62410.35,3.42
62414.81,3.58
62419.27,3.39
62423.73,3.06
62428.18,2.55
62432.64,2.47
62437.10,2.27
62441.56,1.55
62446.02,1.39
62450.48,1.53
62454.94,1.59
62459.39,1.84
62463.85,1.56
62468.31,1.67
62472.77,2.05
62477.23,1.65
62481.69,1.77
62486.15,1.95
62490.60,1.58
62495.06,1.43
62499.52,0.79
62503.98,0.08
62508.44,0.16
62512.90,0.11
62517.35,0.24
62521.81,0.12
62526.27,0.00
62530.73,0.18
62535.19,0.54
62539.65,0.18
62544.11,0.48
62548.56,0.44
62553.02,0.31
62557.48,0.16
62561.94,-0.33
62566.40,0.10
62570.86,0.88
62575.32,1.33
62579.77,0.47
62584.23,-0.85
62588.69,-0.20
62593.15,0.83
62597.61,1.10
62602.07,1.43
62606.53,1.22
62610.98,0.76
62615.44,0.58
62619.90,0.36
62624.36,0.39
62628.82,0.02
62633.28,0.12
62637.73,0.03
62642.19,-0.58
62646.65,-0.47
62651.11,-0.80
62655.57,-1.05
62660.03,-1.35
62664.49,-1.45
62668.94,-1.22
62673.40,-1.03
62677.86,-0.21
62682.32,-0.25
62686.78,0.12
62691.24,0.15
62695.70,-0.27
62700.15,-0.06
62704.61,-0.09
62709.07,-0.35
62713.53,-0.27
62717.99,-0.42
62722.45,-0.82
62726.91,-0.58
62731.36,-1.08
62735.82,-0.82
62740.28,-1.33
62744.74,-1.34
62749.20,-1.26
62753.66,-1.26
62758.11,-1.45
62762.57,-1.51
62767.03,-0.73
62771.49,0.53
62775.95,0.39
62780.41,0.14
62784.87,0.35
62789.32,0.44
62793.78,0.11
62798.24,0.24
62802.70,-0.09
62807.16,-0.65
62811.62,-0.94
62816.08,-1.86
62820.53,-1.34
62824.99,-0.74
62829.45,-0.24
62833.91,-0.16
62838.37,-0.04
62842.83,0.15
62847.29,-0.03
62851.74,0.45
62856.20,0.54
62860.66,0.34
62865.12,-0.73
62869.58,-0.82
62874.04,-0.55
62878.49,-0.63
62882.95,-1.21
62887.41,-1.24
62891.87,-0.94
62896.33,-1.15
62900.79,-1.39
62905.25,-1.22
62909.70,-1.45
62914.16,-1.18
62918.62,-1.50
62923.08,-1.39
62927.54,-1.79
62932.00,-1.80
62936.46,-1.41
62940.91,-1.53
62945.37,-1.67
62949.83,-1.51
62954.29,-1.06
62958.75,-1.13
62963.21,-1.29
62967.67,-1.07
62972.12,-1.20
62976.58,-0.84
62981.04,-0.88
62985.50,-0.64
62989.96,-0.56
62994.42,-0.71
62998.87,-0.40
63003.33,-0.08
63007.79,-0.10
63012.25,0.33
63016.71,0.28
63021.17,-0.44
63025.63,-0.47
63030.08,-0.97
63034.54,-0.80
63039.00,-1.03
63043.46,-0.76
63047.92,-0.96
63052.38,-0.87
63056.84,-1.16
63061.29,-0.93
63065.75,-0.92
63070.21,-1.18
63074.67,-1.07
63079.13,-1.26
63083.59,-1.31
63088.05,-1.17
63092.50,-0.91
63096.96,-1.11
63101.42,-0.95
63105.88,-1.11
63110.34,-1.39
63114.80,-1.05
63119.25,-0.79
63123.71,-0.16
63128.17,0.24
63132.63,0.18
63137.09,0.37
63141.55,0.24
63146.01,0.24
63150.46,0.83
63154.92,1.35
63159.38,1.56
63163.84,1.60
63168.30,1.20
63172.76,1.25
63177.22,0.91
63181.67,0.94
63186.13,1.14
63190.59,1.67
63195.05,1.64
63199.51,2.46
63203.97,2.84
63208.43,3.32
63212.88,3.67
63217.34,3.29
63221.80,3.42
63226.26,3.28
63230.72,3.30
63235.18,3.66
63239.63,3.92
63244.09,4.25
63248.55,4.95
63253.01,5.33
63257.47,5.92
63261.93,6.57
63266.39,7.17
63270.84,8.25
63275.30,9.60
63279.76,10.54
63284.22,14.28
63288.68,15.71
63293.14,15.59
63297.60,16.04
63302.05,16.08
63306.51,15.62
63310.97,15.26
63315.43,14.47
63319.89,14.26
63324.35,13.62
63328.81,13.32
63333.26,12.86
63337.72,12.13
63342.18,11.39
63346.64,11.37
63351.10,10.98
63355.56,10.39
63360.02,10.33
63364.47,9.65
63368.93,9.66
63373.39,10.19
63377.85,11.21
63382.31,11.80
63386.77,12.19
63391.22,12.60
63395.68,13.88
63400.14,15.44
63404.60,16.36
63409.06,17.36
63413.52,17.45
63417.98,18.03
63422.43,18.59
63426.89,18.55
63431.35,18.47
63435.81,18.36
63440.27,18.42
63444.73,18.66
63449.19,17.98
63453.64,17.40
63458.10,16.61
63462.56,15.87
63467.02,15.34
63471.48,14.60
63475.94,14.20
63480.40,13.42
63484.85,12.96
63489.31,12.10
63493.77,12.00
63498.23,11.08
63502.69,10.54
63507.15,10.20
63511.60,9.19
63516.06,8.54
63520.52,8.26
63524.98,7.71
63529.44,6.89
63533.90,6.36
63538.36,5.88
63542.81,5.32
63547.27,4.92
63551.73,4.23
63556.19,3.27
63560.65,2.96
63565.11,2.46
63569.57,2.17
63574.02,2.27
63578.48,2.34
63582.94,1.72
63587.40,1.83
63591.86,1.57
63596.32,1.29
63600.78,1.41
63605.23,0.75
63609.69,0.54
63614.15,0.52
63618.61,0.85
63623.07,0.44
63627.53,0.46
63631.98,0.85
63636.44,0.78
63640.90,0.31
63645.36,0.23
63649.82,0.51
63654.28,0.45
63658.74,0.61
63663.19,0.97
63667.65,1.31
63672.11,1.33
63676.57,1.47
63681.03,1.81
63685.49,2.06
63689.95,2.48
63694.40,3.05
63698.86,3.77
63703.32,4.11
63707.78,4.70
63712.24,5.43
63716.70,5.54
63721.16,5.47
63725.61,5.23
63730.07,4.73
63734.53,4.58
63738.99,4.85
63743.45,4.54
63747.91,4.59
63752.36,4.20
63756.82,4.12
63761.28,4.11
63765.74,4.22
63770.20,4.00
63774.66,3.85
63779.12,3.31
63783.57,3.61
63788.03,3.04
63792.49,2.97
63796.95,3.15
63801.41,2.68
63805.87,2.97
63810.33,2.89
63814.78,2.59
63819.24,2.76
63823.70,2.60
63828.16,2.67
63832.62,2.91
63837.08,2.72
63841.54,2.48
63845.99,2.68
63850.45,2.46
63854.91,2.56
63859.37,2.24
63863.83,1.56
63868.29,1.18
63872.74,1.28
63877.20,0.78
63881.66,0.46
63886.12,0.43
63890.58,0.45
63895.04,0.27
63899.50,0.48
63903.95,0.03
63908.41,-0.08
63912.87,0.22
63917.33,0.23
63921.79,0.25
63926.25,-0.15
63930.71,-0.22
63935.16,-0.35
63939.62,-0.10
63944.08,0.04
63948.54,0.00
63953.00,-0.43
63957.46,-0.03
63961.92,0.03
63966.37,-0.35
63970.83,-0.42
63975.29,0.12
63979.75,-0.05
63984.21,-0.27
63988.67,0.05
63993.12,-0.09
63997.58,-0.23
64002.04,0.03
64006.50,0.11
64010.96,0.05
64015.42,-0.17
64019.88,-0.36
64024.33,0.01
64028.79,0.00
64033.25,-0.25
64037.71,-0.14
64042.17,-0.04
64046.63,0.07
64051.09,-0.28
64055.54,-0.33
64060.00,-0.39
64064.46,-0.09
64068.92,-0.06
64073.38,-0.12
64077.84,-0.05
64082.30,0.08
64086.75,-0.10
64091.21,-0.02
64095.67,-0.24
64100.13,-0.30
64104.59,-0.19
64109.05,-0.17
64113.50,-0.15
64117.96,-0.15
64122.42,-0.23
64126.88,-0.04
64131.34,-0.14
64135.80,-0.18
64140.26,-0.16
64144.71,-0.02
64149.17,-0.29
64153.63,-0.32
64158.09,-0.15
64162.55,-0.45
64167.01,-0.23
64171.47,-0.22
64175.92,-0.41
64180.38,-0.24
64184.84,-0.24
64189.30,-0.15
64193.76,-0.33
64198.22,0.12
64202.68,-0.28
64207.13,-0.82
64211.59,-1.06
64216.05,-0.74
64220.51,-0.90
64224.97,-1.41
64229.43,-1.35
64233.88,-1.06
64238.34,-1.05
64242.80,-0.49
64247.26,-0.36
64251.72,-1.06
64256.18,-1.67
64260.64,-0.66
64265.09,-0.31
64269.55,-0.14
64274.01,-0.21
64278.47,-0.10
64282.93,-0.27
64287.39,-0.47
64291.85,-0.45
64296.30,-0.76
64300.76,-0.43
64305.22,-0.82
64309.68,-0.40
64314.14,-0.82
64318.60,-0.98
64323.06,-0.78
64327.51,-1.01
64331.97,-0.92
64336.43,-0.77
64340.89,-1.31
64345.35,-1.32
64349.81,-1.02
64354.26,-1.47
64358.72,-1.15
64363.18,-0.86
64367.64,-0.91
64372.10,-1.19
64376.56,-1.15
64381.02,-0.86
64385.47,-0.61
64389.93,-0.69
64394.39,-0.71
64398.85,-0.82
64403.31,-0.39
64407.77,-0.40
64412.23,-0.18
64416.68,-0.47
64421.14,-0.48
64425.60,-0.46
64430.06,-0.40
64434.52,-0.82
64438.98,-0.71
64443.44,0.49
64447.89,1.70
64452.35,1.70
64456.81,1.81
64461.27,1.81
64465.73,2.26
64470.19,2.03
64474.64,2.16
64479.10,2.11
64483.56,2.20
64488.02,2.66
64492.48,2.64
64496.94,2.63
64501.40,2.81
64505.85,2.93
64510.31,2.47
64514.77,2.66
64519.23,2.25
64523.69,2.16
64528.15,2.33
64532.61,2.93
64537.06,2.93
64541.52,3.22
64545.98,4.02
64550.44,4.01
64554.90,4.90
64559.36,4.76
64563.82,5.34
64568.27,6.45
64572.73,6.90
64577.19,7.79
64581.65,8.15
64586.11,9.35
64590.57,9.65
64595.02,10.82
64599.48,11.06
64603.94,12.08
64608.40,12.78
64612.86,14.33
64617.32,14.94
64621.78,15.97
64626.23,17.22
64630.69,19.28
64635.15,21.07
64639.61,23.52
64644.07,25.65
64648.53,27.70
64652.99,29.97
64657.44,31.50
64661.90,33.73
64666.36,35.50
64670.82,37.15
64675.28,39.11
64679.74,41.15
64684.20,42.73
64688.65,43.63
64693.11,43.52
64697.57,43.78
64702.03,44.33
64706.49,43.60
64710.95,43.29
64715.40,42.61
64719.86,41.92
64724.32,40.63
64728.78,38.84
64733.24,37.72
64737.70,36.26
64742.16,34.95
64746.61,33.53
64751.07,31.61
64755.53,30.30
64759.99,29.09
64764.45,27.65
64768.91,25.99
64773.37,24.64
64777.82,23.13
64782.28,22.19
64786.74,21.40
64791.20,20.77
64795.66,19.94
64800.12,19.69
64804.58,19.22
64809.03,18.44
64813.49,17.94
64817.95,17.57
64822.41,17.09
64826.87,16.68
64831.33,16.68
64835.78,17.24
64840.24,16.92
64844.70,17.26
64849.16,17.56
64853.62,17.51
64858.08,17.59
64862.54,17.85
64866.99,17.79
64871.45,17.82
64875.91,18.32
64880.37,18.34
64884.83,18.04
64889.29,17.49
64893.75,17.09
64898.20,16.54
64902.66,16.05
64907.12,15.30
64911.58,14.63
64916.04,14.26
64920.50,14.37
64924.96,13.63
64929.41,13.53
64933.87,13.23
64938.33,13.02
64942.79,12.51
64947.25,12.57
64951.71,12.22
64956.16,12.30
64960.62,12.03
64965.08,12.32
64969.54,12.19
64974.00,11.99
64978.46,11.99
64982.92,12.04
64987.37,12.36
64991.83,12.51
64996.29,12.49
65000.75,13.08
65005.21,13.35
65009.67,13.45
65014.13,13.77
65018.58,14.30
65023.04,14.77
65027.50,14.63
65031.96,15.09
65036.42,15.19
65040.88,15.72
65045.34,15.83
65049.79,15.73
65054.25,15.42
65058.71,15.37
65063.17,14.25
65067.63,12.83
65072.09,12.06
65076.54,12.60
65081.00,12.77
65085.46,13.26
65089.92,12.39
65094.38,12.07
65098.84,11.50
65103.30,10.69
65107.75,10.12
65112.21,9.67
65116.67,9.47
65121.13,8.50
65125.59,8.00
65130.05,7.62
65134.51,7.22
65138.96,6.49
65143.42,6.23
65147.88,5.43
65152.34,5.03
65156.80,4.51
65161.26,3.81
65165.72,3.66
65170.17,2.93
65174.63,2.54
65179.09,2.60
65183.55,2.29
65188.01,2.37
65192.47,2.12
65196.92,1.46
65201.38,1.02
65205.84,0.93
65210.30,-0.05
65214.76,-0.48
65219.22,-0.48
65223.68,-0.53
65228.13,-0.71
65232.59,-0.84
65237.05,-0.64
65241.51,-0.78
65245.97,-0.28
65250.43,-0.47
65254.89,-0.33
65259.34,-0.50
65263.80,-0.32
65268.26,-0.22
65272.72,-0.17
65277.18,-0.18
65281.64,-0.24
65286.10,-0.39
65290.55,-0.63
65295.01,-0.79
65299.47,-0.35
65303.93,-0.17
65308.39,0.07
65312.85,0.14
65317.30,0.01
65321.76,0.31
65326.22,0.49
65330.68,0.37
65335.14,0.48
65339.60,0.50
65344.06,0.21
65348.51,0.55
65352.97,0.32
65357.43,0.28
65361.89,0.51
65366.35,0.59
65370.81,0.50
65375.27,0.50
65379.72,0.42
65384.18,0.66
65388.64,0.48
65393.10,0.60
65397.56,0.34
65402.02,0.40
65406.48,0.20
65410.93,0.22
65415.39,0.28
65419.85,0.34
65424.31,0.57
65428.77,0.28
65433.23,0.18
65437.68,0.38
65442.14,0.42
65446.60,0.00
65451.06,0.19
65455.52,0.41
65459.98,0.18
65464.44,0.05
65468.89,-0.12
65473.35,0.30
65477.81,0.22
65482.27,0.24
65486.73,0.06
65491.19,0.08
65495.65,0.26
65500.10,0.11
65504.56,-0.03
65509.02,0.16
65513.48,-0.23
65517.94,0.11
65522.40,-0.08
65526.86,0.00
65531.31,-0.38
65535.77,0.02
65540.23,-0.23
65544.69,-0.51
65549.15,-0.37
65553.61,-0.21
65558.06,-0.27
65562.52,-0.57
65566.98,-0.29
65571.44,-1.05
65575.90,-0.95
65580.36,-1.32
65584.82,-1.64
65589.27,-1.07
65593.73,-1.08
65598.19,-0.61
65602.65,-0.09
65607.11,0.19
65611.57,-0.20
65616.03,-0.34
65620.48,-0.30
65624.94,-0.41
65629.40,-0.68
65633.86,-0.75
65638.32,-0.60
65642.78,-0.30
65647.24,-0.39
65651.69,-0.40
65656.15,-0.78
65660.61,-0.94
65665.07,-0.86
65669.53,-0.81
65673.99,0.24
65678.44,0.92
65682.90,0.77
65687.36,0.06
65691.82,0.44
65696.28,0.33
65700.74,-0.26
65705.20,-0.15
65709.65,-0.40
65714.11,-0.38
65718.57,-0.94
65723.03,-0.72
65727.49,-1.01
65731.95,-0.97
65736.41,-0.02
65740.86,0.59
65745.32,0.77
65749.78,0.97
65754.24,0.42
65758.70,0.73
65763.16,0.69
65767.62,1.12
65772.07,0.95
65776.53,0.45
65780.99,0.33
65785.45,0.31
65789.91,0.15
65794.37,0.53
65798.82,1.03
65803.28,1.40
65807.74,1.43
65812.20,0.90
65816.66,0.92
65821.12,0.26
65825.58,0.23
65830.03,0.09
65834.49,-0.07
65838.95,-0.24
65843.41,-0.48
65847.87,-0.20
65852.33,0.07
65856.79,0.11
65861.24,0.99
65865.70,1.70
65870.16,1.92
65874.62,2.35
65879.08,2.27
65883.54,2.35
65888.00,3.05
65892.45,3.23
65896.91,3.23
65901.37,3.18
65905.83,3.07
65910.29,3.29
65914.75,3.30
65919.20,4.12
65923.66,5.20
65928.12,5.68
65932.58,6.02
65937.04,6.22
65941.50,6.32
65945.96,6.85
65950.41,6.69
65954.87,6.61
65959.33,7.05
65963.79,7.32
65968.25,7.14
65972.71,7.63
65977.17,7.75
65981.62,8.28
65986.08,8.63
65990.54,9.58
65995.00,10.20
65999.46,10.43
66003.92,10.44
66008.38,10.83
66012.83,11.56
66017.29,11.98
66021.75,12.11
66026.21,11.42
66030.67,11.28
66035.13,10.87
66039.58,10.22
66044.04,9.90
66048.50,9.60
66052.96,9.45
66057.42,8.64
66061.88,8.20
66066.34,7.83
66070.79,7.36
66075.25,7.14
66079.71,6.35
66084.17,5.74
66088.63,5.46
66093.09,5.81
66097.55,5.61
66102.00,5.74
66106.46,6.18
66110.92,6.93
66115.38,7.73
66119.84,8.55
66124.30,9.10
66128.76,9.02
66133.21,9.13
66137.67,9.55
66142.13,9.52
66146.59,9.62
66151.05,9.39
66155.51,9.43
66159.96,10.02
66164.42,9.84
66168.88,10.10
66173.34,10.17
66177.80,10.11
66182.26,10.26
66186.72,10.32
66191.17,10.35
66195.63,10.28
66200.09,9.99
66204.55,9.96
66209.01,10.45
66213.47,10.35
66217.93,10.46
66222.38,9.76
66226.84,9.02
66231.30,8.47
66235.76,7.45
66240.22,7.28
66244.68,6.23
66249.14,5.80
66253.59,5.19
66258.05,4.64
66262.51,3.84
66266.97,3.73
66271.43,3.01
66275.89,2.62
66280.35,2.16
66284.80,2.46
66289.26,2.54
66293.72,3.59
66298.18,4.42
66302.64,5.48
66307.10,6.53
66311.55,7.67
66316.01,7.72
66320.47,8.09
66324.93,8.05
66329.39,8.28
66333.85,8.31
66338.31,8.82
66342.76,9.20
66347.22,9.14
66351.68,9.58
66356.14,9.63
66360.60,9.27
66365.06,9.70
66369.52,9.27
66373.97,9.41
66378.43,9.61
66382.89,9.49
66387.35,9.00
66391.81,8.70
66396.27,8.02
66400.73,7.59
66405.18,7.29
66409.64,6.90
66414.10,6.06
66418.56,5.66
66423.02,5.25
66427.48,4.45
66431.93,4.03
66436.39,3.45
66440.85,2.83
66445.31,2.70
66449.77,1.99
66454.23,2.34
66458.69,1.85
66463.14,1.91
66467.60,1.78
66472.06,1.13
66476.52,1.16
66480.98,1.14
66485.44,1.68
66489.90,1.92
66494.35,2.50
66498.81,2.38
66503.27,2.51
66507.73,2.18
66512.19,2.03
66516.65,1.98
66521.11,2.07
66525.56,2.09
66530.02,1.76
66534.48,1.60
66538.94,1.31
66543.40,0.61
66547.86,0.29
66552.31,-0.06
66556.77,0.23
66561.23,-0.27
66565.69,-0.12
66570.15,-0.07
66574.61,-0.12
66579.07,-0.45
66583.52,-0.20
66587.98,-0.10
66592.44,-0.30
66596.90,-0.24
66601.36,-0.53
66605.82,-0.27
66610.28,-0.74
66614.73,-0.67
66619.19,-0.31
66623.65,-0.34
66628.11,-0.22
66632.57,-0.32
66637.03,-0.28
66641.49,-0.66
66645.94,-0.74
66650.40,-0.70
66654.86,-0.22
66659.32,0.63
66663.78,0.89
66668.24,0.45
66672.69,0.48
66677.15,0.45
66681.61,-0.21
66686.07,-0.27
66690.53,-0.87
66694.99,-0.53
66699.45,-0.66
66703.90,-0.15
66708.36,0.14
66712.82,-0.07
66717.28,0.19
66721.74,0.06
66726.20,0.20
66730.66,-0.15
