# milliseconds,radio_intensity
23384.93,9.41
23389.39,9.87
23393.85,9.99
23398.31,10.47
23402.77,11.01
23407.23,11.03
23411.68,11.63
23416.14,11.94
23420.60,11.91
23425.06,14.31
23429.52,17.17
23433.98,18.17
23438.43,18.76
23442.89,18.82
23447.35,18.73
23451.81,18.74
23456.27,18.83
23460.73,18.04
23465.19,16.82
23469.64,15.85
23474.10,15.14
23478.56,15.10
23483.02,14.98
23487.48,14.90
23491.94,14.95
23496.40,15.83
23500.85,16.82
23505.31,18.46
23509.77,19.09
23514.23,20.23
23518.69,20.64
23523.15,20.62
23527.61,20.78
23532.06,20.17
23536.52,18.47
23540.98,17.64
23545.44,16.49
23549.90,16.40
23554.36,15.57
23558.81,14.81
23563.27,14.53
23567.73,14.69
23572.19,14.66
23576.65,15.07
23581.11,14.72
23585.57,14.88
23590.02,14.90
23594.48,13.87
23598.94,12.15
23603.40,10.90
23607.86,9.12
23612.32,8.59
23616.78,8.17
23621.23,7.67
23625.69,7.64
23630.15,7.05
23634.61,6.96
23639.07,6.04
23643.53,5.53
23647.99,4.69
23652.44,4.25
23656.90,3.36
23661.36,3.00
23665.82,3.11
23670.28,3.01
23674.74,2.77
23679.19,2.75
23683.65,2.76
23688.11,2.85
23692.57,2.35
23697.03,2.31
23701.49,2.04
23705.95,2.28
23710.40,2.37
23714.86,1.59
23719.32,1.60
23723.78,0.84
23728.24,0.69
23732.70,0.17
23737.16,0.01
23741.61,0.05
23746.07,0.24
23750.53,0.12
23754.99,0.00
23759.45,-0.06
23763.91,-0.21
23768.37,-0.02
23772.82,-0.24
23777.28,-0.53
23781.74,-0.57
23786.20,-0.46
23790.66,-0.34
23795.12,-0.33
23799.57,-0.43
23804.03,-0.66
23808.49,-0.64
23812.95,-0.71
23817.41,-0.66
23821.87,-0.51
23826.33,-0.34
23830.78,-0.25
23835.24,-0.22
23839.70,-0.51
23844.16,-0.57
23848.62,-0.64
23853.08,-0.46
23857.54,-0.55
23861.99,-0.66
23866.45,-0.29
23870.91,-0.44
23875.37,-0.64
23879.83,-0.75
23884.29,-0.67
23888.75,-0.21
23893.20,-0.40
23897.66,-0.77
23902.12,-0.60
23906.58,-0.53
23911.04,-0.38
23915.50,-0.54
23919.95,-0.22
23924.41,-0.72
23928.87,-0.57
23933.33,-0.50
23937.79,-0.53
23942.25,-0.54
23946.71,-0.29
23951.16,-0.85
23955.62,-1.49
23960.08,-1.93
23964.54,-1.28
23969.00,-1.05
23973.46,-0.54
23977.92,-0.24
23982.37,-0.28
23986.83,-0.44
23991.29,-0.45
23995.75,-0.63
24000.21,-0.35
24004.67,-0.68
24009.13,-0.56
24013.58,-0.30
24018.04,-0.21
24022.50,-0.30
24026.96,-0.34
24031.42,0.07
24035.88,-1.16
24040.34,-1.03
24044.79,-1.12
24049.25,-0.83
24053.71,-1.22
24058.17,-1.11
24062.63,-1.15
24067.09,-0.84
24071.54,-0.89
24076.00,-0.97
24080.46,-0.90
24084.92,-1.12
24089.38,-0.77
24093.84,-1.25
24098.30,-0.85
24102.75,-1.01
24107.21,-1.10
24111.67,-1.22
24116.13,-0.69
24120.59,-0.89
24125.05,-0.67
24129.51,-0.96
24133.96,-0.82
24138.42,-0.97
24142.88,-1.03
24147.34,-0.55
24151.80,-0.71
24156.26,-0.59
24160.72,-0.28
24165.17,-0.30
24169.63,-0.57
24174.09,-0.16
24178.55,-0.37
24183.01,-0.39
24187.47,0.13
24191.92,-0.27
24196.38,0.16
24200.84,0.01
24205.30,-0.44
24209.76,-0.40
24214.22,-0.79
24218.68,-1.07
24223.13,-0.91
24227.59,-1.33
24232.05,-1.11
24236.51,-1.45
24240.97,-1.67
24245.43,-1.70
24249.89,-1.66
24254.34,-1.45
24258.80,-2.00
24263.26,-1.94
24267.72,-1.95
24272.18,-1.50
24276.64,-1.63
24281.10,-1.65
24285.55,-1.32
24290.01,-1.03
24294.47,-0.23
24298.93,-0.34
24303.39,0.26
24307.85,0.67
24312.30,1.28
24316.76,1.30
24321.22,1.35
24325.68,1.25
24330.14,1.13
24334.60,1.27
24339.06,1.46
24343.51,1.22
24347.97,1.43
24352.43,1.70
24356.89,1.69
24361.35,2.05
24365.81,2.08
24370.27,2.19
24374.72,1.56
24379.18,1.67
24383.64,1.36
24388.10,0.79
24392.56,0.63
24397.02,1.21
24401.48,1.47
24405.93,1.81
24410.39,2.13
24414.85,2.11
24419.31,2.60
24423.77,2.58
24428.23,3.66
24432.68,4.99
24437.14,6.21
24441.60,7.53
24446.06,9.06
24450.52,10.94
24454.98,13.36
24459.44,13.21
24463.89,13.59
24468.35,13.87
24472.81,15.06
24477.27,16.04
24481.73,17.93
24486.19,18.82
24490.65,19.78
24495.10,20.83
24499.56,22.03
24504.02,22.94
24508.48,23.65
24512.94,24.67
24517.40,25.96
24521.86,26.50
24526.31,27.51
24530.77,28.16
24535.23,28.06
24539.69,28.20
24544.15,28.24
24548.61,28.11
24553.06,27.62
24557.52,26.99
24561.98,26.73
24566.44,25.98
24570.90,25.94
24575.36,25.71
24579.82,25.57
24584.27,25.42
24588.73,25.61
24593.19,25.50
24597.65,25.55
24602.11,25.41
24606.57,25.26
24611.03,25.70
24615.48,26.02
24619.94,26.64
24624.40,26.58
24628.86,27.36
24633.32,27.69
24637.78,28.01
24642.24,28.45
24646.69,29.49
24651.15,29.58
24655.61,30.91
24660.07,32.09
24664.53,32.90
24668.99,33.94
24673.44,35.14
24677.90,35.64
24682.36,36.44
24686.82,37.02
24691.28,37.56
24695.74,38.78
24700.20,39.59
24704.65,40.10
24709.11,40.32
24713.57,39.43
24718.03,40.20
24722.49,38.60
24726.95,34.54
24731.41,31.01
24735.86,28.48
24740.32,26.05
24744.78,23.74
24749.24,22.80
24753.70,21.77
24758.16,20.45
24762.62,19.83
24767.07,18.42
24771.53,17.37
24775.99,16.27
24780.45,15.12
24784.91,13.87
24789.37,12.53
24793.82,10.87
24798.28,10.45
24802.74,10.01
24807.20,10.20
24811.66,10.11
24816.12,9.91
24820.58,10.85
24825.03,11.84
24829.49,12.39
24833.95,11.90
24838.41,12.27
24842.87,13.03
24847.33,13.69
24851.79,15.17
24856.24,16.54
24860.70,17.45
24865.16,17.31
24869.62,17.51
24874.08,17.48
24878.54,16.20
24883.00,14.46
24887.45,13.15
24891.91,12.47
24896.37,11.83
24900.83,10.74
24905.29,9.58
24909.75,8.93
24914.20,9.20
24918.66,9.52
24923.12,10.22
24927.58,10.95
24932.04,11.26
24936.50,12.46
24940.96,13.16
24945.41,13.82
24949.87,13.32
24954.33,12.93
24958.79,12.62
24963.25,11.27
24967.71,9.75
24972.17,7.90
24976.62,6.25
24981.08,4.16
24985.54,2.44
24990.00,2.95
24994.46,2.68
24998.92,3.04
25003.38,2.97
25007.83,3.00
25012.29,2.94
25016.75,2.33
25021.21,2.11
25025.67,1.61
25030.13,1.38
25034.58,1.06
25039.04,1.13
25043.50,0.60
25047.96,0.78
25052.42,0.72
25056.88,0.75
25061.34,0.76
25065.79,0.35
25070.25,0.63
25074.71,0.41
25079.17,0.61
25083.63,0.31
25088.09,0.70
25092.55,0.82
25097.00,0.37
25101.46,0.60
25105.92,0.31
25110.38,0.49
25114.84,0.50
25119.30,0.25
25123.76,0.70
25128.21,0.13
25132.67,0.40
25137.13,0.47
25141.59,0.37
25146.05,0.54
25150.51,0.08
25154.96,0.55
25159.42,0.08
25163.88,0.08
25168.34,0.22
25172.80,0.12
25177.26,0.43
25181.72,0.46
25186.17,0.07
25190.63,0.30
25195.09,0.12
25199.55,0.06
25204.01,0.29
25208.47,-0.09
25212.93,-0.09
25217.38,-0.10
25221.84,-0.01
25226.30,0.19
25230.76,-0.20
25235.22,-0.04
25239.68,-0.20
25244.14,-0.28
25248.59,-0.05
25253.05,-0.11
25257.51,-0.16
25261.97,0.14
25266.43,-0.19
25270.89,-0.18
25275.34,0.14
25279.80,-0.07
25284.26,-0.28
25288.72,0.09
25293.18,-0.46
25297.64,-0.31
25302.10,-0.34
25306.55,0.02
25311.01,-0.53
25315.47,-0.23
25319.93,-0.37
25324.39,-0.05
25328.85,-0.24
25333.31,-0.31
25337.76,-0.15
25342.22,-0.33
25346.68,-0.46
25351.14,-0.16
25355.60,-0.36
25360.06,-0.66
25364.52,-0.24
25368.97,-0.67
25373.43,-1.23
25377.89,-1.91
25382.35,-1.56
25386.81,-1.47
25391.27,-1.12
25395.72,-0.40
25400.18,-0.35
25404.64,-0.12
25409.10,0.24
25413.56,-1.47
25418.02,-1.18
25422.48,-1.09
25426.93,-1.37
25431.39,-1.28
25435.85,-1.08
25440.31,-1.44
25444.77,-1.22
25449.23,-1.25
25453.69,-1.10
25458.14,-1.22
25462.60,-1.60
25467.06,-1.46
25471.52,-1.27
25475.98,-1.59
25480.44,-1.35
25484.90,-1.21
25489.35,-1.34
25493.81,-1.13
25498.27,-1.08
25502.73,-1.05
25507.19,-1.29
25511.65,-1.11
25516.10,-1.12
25520.56,-1.08
25525.02,-0.93
25529.48,-0.70
25533.94,-0.65
25538.40,-0.93
25542.86,-0.86
25547.31,-0.62
25551.77,-0.89
25556.23,-0.46
25560.69,-0.74
25565.15,-0.72
25569.61,-0.70
25574.07,-0.53
25578.52,-0.16
25582.98,-0.23
25587.44,0.26
25591.90,0.16
25596.36,0.75
25600.82,0.68
25605.28,0.42
25609.73,-0.01
25614.19,0.05
25618.65,-0.12
25623.11,-0.79
25627.57,-0.93
25632.03,-0.88
25636.48,-0.53
25640.94,-0.87
25645.40,-0.44
25649.86,-1.01
25654.32,-0.77
25658.78,-0.28
25663.24,-0.20
25667.69,0.42
25672.15,0.65
25676.61,0.83
25681.07,0.57
25685.53,0.37
25689.99,0.36
25694.45,0.05
25698.90,0.32
25703.36,-0.06
25707.82,0.28
25712.28,1.20
25716.74,1.39
25721.20,2.00
25725.66,2.77
25730.11,2.59
25734.57,1.85
25739.03,1.46
25743.49,1.61
25747.95,1.52
25752.41,1.96
25756.86,2.42
25761.32,2.61
25765.78,3.00
25770.24,3.69
25774.70,4.03
25779.16,4.01
25783.62,4.29
25788.07,4.10
25792.53,4.05
25796.99,4.21
25801.45,4.01
25805.91,4.60
25810.37,5.49
25814.83,5.86
25819.28,6.78
25823.74,7.28
25828.20,7.96
25832.66,9.01
25837.12,9.82
25841.58,10.55
25846.04,11.69
25850.49,13.40
25854.95,15.24
25859.41,17.35
25863.87,19.64
25868.33,21.57
25872.79,23.97
25877.24,26.00
25881.70,29.15
25886.16,32.68
25890.62,33.73
25895.08,34.26
25899.54,34.27
25904.00,34.53
25908.45,33.61
25912.91,32.68
25917.37,31.76
25921.83,30.79
25926.29,29.99
25930.75,29.28
25935.21,28.17
25939.66,27.23
25944.12,25.71
25948.58,24.82
25953.04,23.31
25957.50,22.04
25961.96,21.09
25966.42,19.80
25970.87,18.22
25975.33,16.98
25979.79,15.58
25984.25,14.72
25988.71,13.53
25993.17,13.02
25997.62,11.84
26002.08,10.97
26006.54,10.40
26011.00,9.97
26015.46,10.22
26019.92,10.08
26024.38,10.44
26028.83,10.30
26033.29,11.05
26037.75,11.43
26042.21,11.95
26046.67,12.30
26051.13,11.77
26055.59,10.87
26060.04,10.62
26064.50,10.11
26068.96,9.40
26073.42,8.99
26077.88,8.34
26082.34,8.51
26086.80,8.25
26091.25,8.10
26095.71,8.27
26100.17,8.58
26104.63,8.58
26109.09,8.96
26113.55,9.48
26118.00,9.81
26122.46,10.25
26126.92,10.67
26131.38,10.61
26135.84,10.57
26140.30,10.36
26144.76,10.79
26149.21,11.42
26153.67,11.94
26158.13,12.16
26162.59,11.97
26167.05,11.69
26171.51,11.60
26175.97,12.06
26180.42,11.63
26184.88,11.64
26189.34,11.60
26193.80,12.06
26198.26,11.81
26202.72,11.67
26207.18,11.62
26211.63,12.13
26216.09,12.53
26220.55,12.68
26225.01,13.23
26229.47,14.01
26233.93,14.01
26238.38,14.45
26242.84,15.09
26247.30,15.59
26251.76,16.04
26256.22,16.02
26260.68,14.52
26265.14,13.02
26269.59,11.47
26274.05,11.25
26278.51,11.03
26282.97,10.76
26287.43,10.44
26291.89,9.71
26296.35,9.66
26300.80,9.66
26305.26,9.21
26309.72,9.29
26314.18,9.30
26318.64,9.19
26323.10,9.14
26327.56,8.59
26332.01,8.40
26336.47,7.50
26340.93,6.63
26345.39,5.46
26349.85,5.16
26354.31,4.42
26358.76,3.90
26363.22,4.06
26367.68,3.57
26372.14,3.01
26376.60,2.78
26381.06,2.43
26385.52,2.30
26389.97,1.97
26394.43,1.98
26398.89,1.53
26403.35,1.53
26407.81,1.22
26412.27,1.34
26416.73,1.03
26421.18,1.41
26425.64,1.10
26430.10,0.97
26434.56,0.29
26439.02,0.27
26443.48,0.10
26447.94,-0.13
26452.39,-0.26
26456.85,0.12
26461.31,0.19
26465.77,-0.27
26470.23,-0.26
26474.69,0.00
26479.14,-0.14
26483.60,0.14
26488.06,0.34
26492.52,0.01
26496.98,0.10
26501.44,-0.02
26505.90,-0.03
26510.35,0.35
26514.81,0.00
26519.27,0.06
26523.73,0.40
26528.19,-0.11
26532.65,-1.23
26537.11,-1.25
26541.56,-0.76
26546.02,-0.50
26550.48,0.15
26554.94,0.27
26559.40,0.07
26563.86,0.28
26568.32,-0.12
26572.77,0.10
26577.23,0.19
26581.69,0.28
26586.15,0.35
26590.61,-0.22
26595.07,-0.59
26599.52,-0.60
26603.98,0.15
26608.44,0.38
26612.90,0.48
26617.36,0.31
26621.82,0.27
26626.28,0.23
26630.73,0.37
26635.19,0.04
26639.65,0.30
26644.11,-0.09
26648.57,0.31
26653.03,0.33
26657.49,0.10
26661.94,-0.11
26666.40,-0.44
26670.86,-0.40
26675.32,-0.29
26679.78,-0.59
26684.24,-0.39
26688.70,-0.46
26693.15,-0.51
26697.61,-1.00
26702.07,-1.17
26706.53,-0.58
26710.99,-0.49
26715.45,-0.27
26719.90,-1.20
26724.36,-0.46
26728.82,-0.46
26733.28,-0.40
26737.74,0.03
26742.20,0.16
26746.66,0.86
26751.11,-0.47
26755.57,-0.52
26760.03,-0.44
26764.49,-0.72
26768.95,-0.45
26773.41,-0.98
26777.87,-1.26
26782.32,-1.05
26786.78,-1.42
26791.24,-1.84
26795.70,-2.25
26800.16,-2.47
26804.62,-2.07
26809.08,-2.02
26813.53,-1.84
26817.99,-1.69
26822.45,-1.31
26826.91,-1.67
26831.37,-1.53
26835.83,-0.96
26840.29,-1.06
26844.74,-0.66
26849.20,-0.87
26853.66,-0.83
26858.12,-0.85
26862.58,-0.45
26867.04,-0.43
26871.49,-0.10
26875.95,0.07
26880.41,-0.05
26884.87,0.13
26889.33,0.30
26893.79,0.24
26898.25,0.47
26902.70,0.64
26907.16,0.37
26911.62,0.53
26916.08,0.48
26920.54,0.49
26925.00,0.43
26929.46,0.44
26933.91,0.46
26938.37,0.11
26942.83,0.16
26947.29,0.17
26951.75,-0.50
26956.21,-0.18
26960.67,-0.42
26965.12,-0.75
26969.58,-0.86
26974.04,-0.69
26978.50,-0.55
26982.96,-0.52
26987.42,-0.94
26991.87,-0.81
26996.33,-1.02
27000.79,-0.47
27005.25,0.44
27009.71,0.96
27014.17,0.77
27018.63,0.98
27023.08,0.64
27027.54,0.92
27032.00,1.58
27036.46,2.88
27040.92,2.94
27045.38,2.94
27049.84,2.69
27054.29,2.54
27058.75,2.50
27063.21,2.15
27067.67,2.27
27072.13,2.48
27076.59,2.75
27081.05,2.97
27085.50,2.97
27089.96,3.13
27094.42,2.97
27098.88,2.73
27103.34,2.44
27107.80,1.97
27112.25,2.47
27116.71,3.19
27121.17,3.61
27125.63,3.43
27130.09,2.93
27134.55,2.78
27139.01,3.19
27143.46,3.29
27147.92,3.84
27152.38,4.26
27156.84,4.80
27161.30,4.93
27165.76,4.86
27170.22,5.32
27174.67,7.08
27179.13,8.50
27183.59,8.91
27188.05,9.81
27192.51,10.26
27196.97,11.08
27201.43,11.91
27205.88,12.50
27210.34,13.43
27214.80,15.20
27219.26,16.99
27223.72,18.50
27228.18,20.06
27232.63,21.81
27237.09,23.52
27241.55,26.01
27246.01,28.85
27250.47,31.99
27254.93,35.22
27259.39,37.83
27263.84,40.91
27268.30,41.79
27272.76,42.17
27277.22,44.20
27281.68,47.53
27286.14,48.87
27290.60,49.89
27295.05,47.32
27299.51,43.49
27303.97,40.80
27308.43,38.92
27312.89,36.99
27317.35,34.46
27321.81,31.63
27326.26,28.35
27330.72,25.24
27335.18,23.65
27339.64,21.52
27344.10,19.61
27348.56,17.96
27353.01,17.72
27357.47,17.33
27361.93,17.16
27366.39,16.48
27370.85,16.53
27375.31,16.30
27379.77,15.75
27384.22,15.39
27388.68,14.66
27393.14,13.15
27397.60,12.48
27402.06,10.88
27406.52,10.28
27410.98,9.38
27415.43,10.05
27419.89,9.93
27424.35,10.63
27428.81,11.09
27433.27,11.32
27437.73,11.73
27442.19,11.13
27446.64,10.91
27451.10,10.23
27455.56,9.54
27460.02,9.01
27464.48,8.01
27468.94,7.33
27473.39,6.78
27477.85,6.85
27482.31,7.08
27486.77,6.66
27491.23,6.62
27495.69,6.67
27500.15,6.66
27504.60,7.09
27509.06,6.89
27513.52,6.92
27517.98,6.98
27522.44,6.99
27526.90,7.04
27531.36,7.23
27535.81,6.87
27540.27,6.91
27544.73,7.21
27549.19,6.56
27553.65,6.50
27558.11,6.25
27562.57,6.43
27567.02,6.07
27571.48,6.16
27575.94,5.94
27580.40,5.63
27584.86,6.16
27589.32,7.10
27593.77,6.33
27598.23,5.64
27602.69,5.99
27607.15,6.18
27611.61,6.29
27616.07,6.52
27620.53,5.65
27624.98,4.51
27629.44,3.25
27633.90,2.35
27638.36,0.70
27642.82,0.47
27647.28,1.28
27651.74,2.18
27656.19,2.03
27660.65,2.25
27665.11,2.02
27669.57,1.76
27674.03,1.23
27678.49,1.15
27682.95,0.59
27687.40,0.35
27691.86,0.49
27696.32,0.32
27700.78,0.05
27705.24,0.33
27709.70,0.00
27714.15,0.39
27718.61,0.97
27723.07,1.07
27727.53,1.39
27731.99,1.31
27736.45,1.12
27740.91,0.78
27745.36,-0.11
27749.82,-0.31
27754.28,0.38
27758.74,0.70
27763.20,1.57
27767.66,1.70
27772.12,0.85
27776.57,0.53
27781.03,0.08
27785.49,-0.10
27789.95,-0.21
27794.41,-0.17
27798.87,-0.26
27803.33,0.03
27807.78,0.14
27812.24,-0.37
27816.70,-0.04
27821.16,-0.25
27825.62,-0.09
27830.08,-0.28
27834.53,0.03
27838.99,-0.33
27843.45,-0.25
27847.91,-0.41
27852.37,-0.15
27856.83,-0.40
27861.29,-0.69
27865.74,-0.74
27870.20,-0.74
27874.66,-1.42
27879.12,-1.61
27883.58,-1.26
27888.04,-0.71
27892.50,-0.31
27896.95,-0.40
27901.41,-0.04
27905.87,-0.58
27910.33,-0.65
27914.79,-0.53
27919.25,-0.51
27923.71,-0.42
27928.16,-0.99
27932.62,-0.65
27937.08,-0.73
27941.54,-0.60
27946.00,-0.52
27950.46,-0.07
27954.91,-0.06
27959.37,0.01
27963.83,-0.23
27968.29,0.17
27972.75,0.09
27977.21,0.37
27981.67,0.16
27986.12,-0.35
27990.58,-0.32
27995.04,-0.65
27999.50,-1.02
28003.96,-0.83
28008.42,-0.97
28012.88,-0.54
28017.33,-0.16
28021.79,-0.01
28026.25,-0.04
28030.71,0.41
28035.17,0.07
28039.63,0.12
28044.09,0.34
28048.54,0.30
28053.00,-0.15
28057.46,0.30
28061.92,0.07
28066.38,-0.19
28070.84,-0.19
28075.29,-0.34
28079.75,-0.50
28084.21,-0.34
28088.67,-1.47
28093.13,-1.40
28097.59,-1.21
28102.05,-0.92
28106.50,-0.96
28110.96,-0.57
28115.42,-1.13
28119.88,-0.84
28124.34,-1.22
28128.80,-1.42
28133.26,-1.34
28137.71,-1.51
28142.17,-0.95
28146.63,-0.15
28151.09,0.20
28155.55,0.19
28160.01,0.23
28164.47,0.21
28168.92,-0.01
28173.38,0.01
28177.84,-0.21
28182.30,-0.45
28186.76,-0.38
28191.22,-0.43
28195.67,-0.32
28200.13,0.28
28204.59,0.60
28209.05,0.74
28213.51,0.20
28217.97,-0.46
28222.43,-0.92
28226.88,-0.99
28231.34,-0.89
28235.80,-1.17
28240.26,-1.18
28244.72,-1.09
28249.18,-1.24
28253.64,-0.80
28258.09,-0.98
28262.55,-1.16
28267.01,-1.04
28271.47,-1.04
28275.93,-0.85
28280.39,-1.07
28284.85,-0.86
28289.30,-0.71
28293.76,-0.69
28298.22,-0.67
28302.68,-1.16
28307.14,-0.75
28311.60,-0.75
28316.05,-1.01
28320.51,-0.78
28324.97,-0.61
28329.43,-0.80
28333.89,-0.66
28338.35,-0.69
28342.81,-1.08
28347.26,-0.55
28351.72,-1.05
28356.18,-0.95
28360.64,-0.69
28365.10,-0.67
28369.56,-0.98
28374.02,-0.74
28378.47,-0.21
28382.93,-0.23
28387.39,-0.91
28391.85,-0.98
28396.31,-1.03
28400.77,-0.63
28405.23,0.38
28409.68,0.14
28414.14,0.10
28418.60,-0.13
28423.06,0.45
28427.52,1.52
28431.98,1.72
28436.43,1.58
28440.89,1.84
28445.35,1.54
28449.81,1.88
28454.27,1.64
28458.73,1.93
28463.19,2.00
28467.64,1.90
28472.10,1.78
28476.56,1.60
28481.02,1.91
28485.48,2.05
28489.94,1.38
28494.40,1.10
28498.85,1.38
28503.31,1.32
28507.77,1.46
28512.23,1.17
28516.69,1.32
28521.15,1.03
28525.61,1.05
28530.06,1.13
28534.52,1.01
28538.98,1.27
28543.44,1.21
28547.90,1.22
28552.36,1.05
28556.81,1.15
28561.27,1.27
28565.73,1.35
28570.19,1.46
28574.65,1.07
28579.11,1.13
28583.57,1.42
28588.02,1.25
28592.48,1.11
28596.94,1.55
28601.40,1.90
28605.86,2.98
28610.32,3.61
28614.78,3.99
28619.23,4.82
28623.69,5.65
28628.15,6.12
28632.61,6.85
28637.07,7.65
28641.53,8.58
28645.99,9.41
28650.44,10.03
28654.90,10.68
28659.36,11.33
28663.82,11.83
28668.28,12.70
28672.74,13.08
28677.19,14.14
28681.65,14.44
28686.11,15.23
28690.57,16.01
28695.03,16.30
28699.49,23.92
28703.95,27.52
28708.40,28.50
28712.86,28.69
28717.32,28.87
28721.78,29.02
28726.24,28.43
28730.70,27.76
28735.16,27.06
28739.61,26.28
28744.07,25.46
28748.53,24.99
28752.99,24.30
28757.45,23.74
28761.91,23.30
28766.37,21.54
28770.82,21.88
28775.28,22.48
28779.74,23.38
28784.20,24.61
28788.66,26.06
28793.12,26.35
28797.57,26.07
28802.03,26.43
28806.49,26.06
28810.95,24.40
28815.41,22.28
28819.87,21.11
28824.33,20.09
28828.78,18.59
28833.24,18.08
28837.70,18.00
28842.16,17.35
28846.62,16.05
28851.08,14.90
28855.54,14.41
28859.99,13.97
28864.45,12.98
28868.91,12.89
28873.37,11.99
28877.83,11.57
28882.29,11.41
28886.75,10.63
28891.20,10.74
28895.66,10.26
28900.12,8.74
28904.58,7.01
28909.04,6.70
28913.50,6.31
28917.95,6.26
28922.41,6.41
28926.87,6.24
28931.33,6.16
28935.79,6.43
28940.25,6.22
28944.71,5.79
28949.16,6.27
28953.62,6.12
28958.08,5.86
28962.54,5.52
28967.00,5.21
28971.46,5.22
28975.92,4.89
28980.37,4.85
28984.83,4.46
28989.29,4.28
28993.75,3.99
28998.21,3.61
29002.67,3.40
29007.13,3.54
29011.58,3.24
29016.04,3.04
29020.50,2.58
29024.96,2.08
29029.42,2.05
29033.88,2.21
29038.33,2.23
29042.79,2.77
29047.25,2.58
29051.71,2.76
29056.17,2.56
29060.63,2.72
29065.09,2.14
29069.54,2.33
29074.00,1.92
29078.46,2.03
29082.92,1.50
29087.38,1.64
29091.84,1.32
29096.30,1.22
29100.75,0.95
29105.21,0.35
29109.67,0.65
29114.13,0.27
29118.59,0.27
29123.05,0.52
29127.51,0.22
29131.96,0.67
29136.42,0.54
29140.88,1.06
29145.34,1.26
29149.80,1.35
29154.26,1.17
29158.71,1.31
29163.17,1.27
29167.63,1.29
29172.09,1.19
29176.55,0.84
29181.01,0.78
29185.47,0.86
29189.92,0.66
29194.38,0.64
29198.84,0.12
29203.30,0.36
29207.76,0.04
29212.22,-0.14
29216.68,-0.79
29221.13,-1.58
29225.59,-1.89
29230.05,-1.06
29234.51,-0.44
29238.97,-0.15
29243.43,-0.07
29247.89,-0.07
29252.34,-0.08
29256.80,-0.04
29261.26,-0.41
29265.72,-0.18
29270.18,-0.34
29274.64,-0.17
29279.09,-0.55
29283.55,-0.58
29288.01,-0.14
29292.47,-0.53
29296.93,-0.67
29301.39,-0.33
29305.85,-0.85
29310.30,-0.93
29314.76,-0.57
29319.22,-1.00
29323.68,-0.61
29328.14,-0.70
29332.60,-0.81
29337.06,-0.90
29341.51,-0.57
29345.97,-0.83
29350.43,-0.98
29354.89,-0.94
29359.35,-1.02
29363.81,-1.04
29368.27,-0.83
29372.72,-0.77
29377.18,-0.96
29381.64,-0.96
29386.10,-0.52
29390.56,-0.86
29395.02,-0.37
29399.47,0.07
29403.93,0.53
29408.39,0.64
29412.85,-0.27
29417.31,-0.52
29421.77,-0.30
29426.23,-0.31
29430.68,-0.80
29435.14,-0.41
29439.60,-0.87
29444.06,-0.50
29448.52,-0.73
29452.98,-0.64
29457.44,-0.78
29461.89,-0.44
29466.35,-0.77
29470.81,-0.67
29475.27,-0.49
29479.73,-0.94
29484.19,-0.48
29488.65,-0.51
29493.10,-0.75
29497.56,-1.00
29502.02,-0.76
29506.48,-0.56
29510.94,-0.97
29515.40,-0.68
29519.85,-0.73
29524.31,-1.03
29528.77,-0.92
29533.23,-1.21
29537.69,-1.18
29542.15,-0.80
29546.61,-0.76
29551.06,-0.87
29555.52,-1.10
29559.98,-1.14
29564.44,-1.02
29568.90,-1.22
29573.36,-1.07
29577.82,-1.20
29582.27,-0.96
29586.73,-0.48
29591.19,-0.36
29595.65,-0.44
29600.11,-0.44
29604.57,0.04
29609.03,0.07
29613.48,0.24
29617.94,0.49
29622.40,0.12
29626.86,0.29
29631.32,0.73
29635.78,0.58
29640.24,0.54
29644.69,0.40
29649.15,-0.07
29653.61,-0.30
29658.07,0.42
29662.53,0.78
29666.99,1.19
29671.44,2.07
29675.90,2.56
29680.36,2.43
29684.82,2.32
29689.28,1.54
29693.74,1.33
29698.20,0.94
29702.65,1.15
29707.11,1.21
29711.57,1.36
29716.03,1.72
29720.49,1.82
29724.95,1.71
29729.41,1.90
29733.86,2.15
29738.32,2.43
29742.78,2.40
29747.24,2.70
29751.70,2.55
29756.16,2.94
29760.62,2.74
29765.07,3.25
29769.53,3.06
29773.99,2.97
29778.45,3.19
29782.91,3.77
29787.37,3.49
29791.82,3.61
29796.28,4.61
29800.74,5.10
29805.20,5.63
29809.66,6.03
29814.12,6.02
29818.58,6.18
29823.03,5.99
29827.49,6.18
29831.95,6.87
29836.41,6.57
29840.87,7.26
29845.33,6.96
29849.79,7.67
29854.24,7.33
29858.70,7.61
29863.16,8.27
29867.62,8.12
29872.08,8.27
29876.54,8.78
29881.00,8.91
29885.45,8.67
29889.91,9.20
29894.37,9.03
29898.83,9.95
29903.29,11.12
29907.75,12.38
29912.20,12.99
29916.66,14.32
29921.12,15.26
29925.58,16.35
29930.04,17.96
29934.50,20.75
29938.96,22.78
29943.41,25.70
29947.87,28.51
29952.33,31.45
29956.79,33.04
29961.25,34.13
29965.71,34.07
29970.17,33.72
29974.62,36.16
29979.08,37.78
29983.54,44.29
29988.00,44.36
29992.46,44.58
29996.92,44.53
30001.38,44.42
30005.83,43.33
30010.29,43.19
30014.75,43.93
30019.21,40.53
30023.67,38.87
30028.13,36.98
30032.58,35.07
30037.04,32.65
30041.50,30.82
30045.96,29.68
30050.42,27.90
30054.88,26.50
30059.34,25.20
30063.79,23.91
